,brand,model,biz30day,total_sold_price,submarket,target_score,sku
230,欧麦斯,P802,7.0,6293.0,"{'3': '全自动', '2': '大容量', '4': '婴儿辅食'}","{'质量': {'噪音': -1.0, '声音': 12.0, '质量': 16.0, '挺好': 1.0, '盖子': 1.0}, '款式': {'很漂亮': 1.0, '机身': -1.0, '外表': 1.0, '款式': 1.0, '颜值': 1.0}, '功能': {'豆浆': 10.0, '鲫鱼汤': 1.0, '功率': 1.0, '营养粥': 1.0, '果汁': 2.0, '豆汁': 1.0, '榨汁': 1.0, '蔬果': 1.0, '米糊': 1.0, '机械': -1.0, '转速': 3.0, '豆子': 1.0, '果蔬汁': 1.0}, '服务': {'产品包装': 1.0, '包装': 8.0, '客服': 4.0, '态度': 5.0, '卖家': 1.0, '服务态度': 2.0, '赠品': 1.0}, '物流': {'小哥': 1.0}}","{'书名': '欧麦斯 P802破壁机加热家用全自动豆浆辅食养生多功能破壁料理机', '颜色分类': '灰色', '产品功能': '榨汁\xa0绞肉\xa0碎冰\xa0搅拌\xa0制奶昔\xa0混合', '适用人数': '4-5人'}"
231,欧麦斯,P806,3.0,3840.0,"{'3': '全自动', '8': '静音', '4': '婴儿辅食'}",,"{'书名': '欧麦斯 P806破壁机加热家用全自动静音辅食养生多功能破壁料理机', '颜色分类': '灰色', '产品功能': '榨汁\xa0绞肉\xa0碎冰\xa0搅拌\xa0制奶昔\xa0混合', '适用人数': '4-5人'}"
232,rileosip/雅乐思,PB-M1-1602,29.0,11542.0,{'3': '全自动'},"{'质量': {'质量': 5.0, '声音': 4.0, '实物': 1.0, '玻璃': -1.0, '实用性': -1.0, '挺好': 1.0, '黄豆': 1.0}, '款式': {}, '功能': {'豆浆': 10.0, '米糊': 2.0, '榨汁': 1.0, '破壁': 1.0}, '服务': {'服务态度': 1.0, '包装': 2.0, '态度': 1.0, '店家': 1.0}, '物流': {}}","{'书名': 'Rileosip/雅乐思 PB-M1-1602豆浆加热破壁机家用自动多功能料理机', '颜色分类': '红色', '产品功能': '榨汁 切菜 绞肉 碎冰 干磨 搅拌 制奶昔 绞肉', '适用人数': '4-5人'}"
233,ukoeo,PR6,3.0,3240.0,{'3': '全自动'},"{'质量': {'质量': 13.0, '玻璃': 5.0, '声音': 6.0, '噪音': -1.0, '挺好': 2.0, '碎成': 0.0, '香糯': 1.0, '触感': 1.0, '火力': 1.0, '成品': 1.0}, '款式': {'显示屏': 1.0, '机身': 0.0, '大红色': 2.0, '颜值': 2.0, '颜色': 1.0, '手感': 1.0, '很漂亮': 1.0}, '功能': {'豆浆': 12.0, '果汁': 2.0, '米糊': 1.0, '苹果泥': 1.0, '冰激凌': 1.0, '功率': 5.0, '五谷杂粮': 1.0, '椰子汁': 1.0, '鱼汤': 1.0, '榨汁': 1.0, '亚麻籽': 0.0, '红枣茶': 1.0, '花生奶': 1.0, '食材': 1.0, '糖粉': 1.0}, '服务': {'包装': 10.0, '服务态度': 1.0, '客服': 2.0, '口碑': 1.0, '态度': 2.0, '箱子': 1.0}, '物流': {'德邦物流': 1.0}}","{'书名': 'UKOEO pr6破壁料理机加热家用全自动多功能豆浆养生机', '颜色分类': '红色', '产品功能': '榨汁\xa0碎冰\xa0干磨\xa0搅拌\xa0制奶昔\xa0绞肉', '适用人数': '4-5人'}"
234,ukoeo,PR9,1.0,399.0,"{'4': '婴儿辅食', '3': '全自动', '6': '智能'}",,"{'书名': 'UKOEO PR9家商用加热现磨搅拌机冰沙破壁机触屏智能全自动辅食机', '颜色分类': '粉色', '产品功能': '豆浆\xa0榨汁\xa0碎冰\xa0搅拌\xa0制奶昔\xa0绞肉', '适用人数': '4-5人'}"
235,german pool/德国宝,PRO-10,61.0,182939.0,"{'4': '婴儿辅食', '3': '全自动'}","{'质量': {'质量': 114.0, '声音': 23.0, '噪音': 6.0, '用料': 2.0, '性能': 6.0, '挺好': 5.0, '盖子': 1.0, '噪声': -1.0, '底座': 3.0, '商品': 1.0, '回头客': 1.0, '厨房': -1.0, '嗓音': 1.0, '实用性': 1.0}, '款式': {'风格': 1.0, '颜色': 19.0, '体积': 2.0, '颜值': 6.0, '很漂亮': 5.0, '款式': 5.0, '外表': 1.0, '眼睛': -1.0, '外型': 1.0, '白色': 1.0, '杏色': 1.0, '分量': 1.0, '外形': 4.0, '神器': 1.0, '样式': 1.0, '够大': 1.0, '外貌': 1.0, '黄色': 1.0, '机身': 1.0}, '功能': {'豆浆': 20.0, '米糊': 4.0, '食物': 2.0, '榨汁': 1.0, '石榴汁': 1.0, '果汁': 31.0, '南瓜': 1.0, '小米粥': 1.0, '胡萝卜': 1.0, '花生奶': 1.0, '出汁': 1.0, '省时省力': 1.0, '程序': -1.0, '水果': 1.0, '西瓜汁': 1.0, '效率': 2.0, '压力锅': 3.0, '转速': 4.0, '黑芝麻糊': 1.0, '甜瓜': 1.0, '碾磨': 1.0, '榨汁机': 2.0, '葡萄汁': 1.0, '功率': 1.0, '橙子': -1.0, '核桃糊': 1.0, '苹果泥': 1.0, '果肉': 1.0, '渣渣': 1.0, '辅食': 1.0, '蔬果': 1.0, '果蔬': 1.0}, '服务': {'态度': 41.0, '包装': 30.0, '店家': 6.0, '服务态度': 26.0, '客服': 30.0, '好评': 12.0, '赠品': 8.0, '实体店': 1.0, '卖家': 13.0, '淘宝': 1.0, '纸箱': 1.0, '专柜': 2.0, '包邮': 1.0, '有问必答': 1.0, '外包装': 1.0, '店主人': 1.0, '罗宾': 2.0}, '物流': {'快递哥': 1.0, '顺丰': 1.0}}","{'书名': '德国宝Germanpool pro-10S破壁料理机宝宝婴儿辅食破壁机家用加热', '颜色分类': '白色', '产品功能': '榨汁\xa0绞肉\xa0碎冰\xa0干磨\xa0搅拌\xa0制奶昔\xa0混合', '适用人数': '5人及以上'}"
236,german pool/德国宝,PRO-11CM,5.0,18495.0,{'4': '婴儿辅食'},"{'功能': {'果汁': 1.0, '转速': 1.0}}","{'书名': 'German Pool/德国宝 PRO-11CM破壁料理机多功能果汁豆浆辅食机', '颜色分类': '灰色', '产品功能': '榨汁\xa0绞肉\xa0碎冰\xa0干磨\xa0搅拌\xa0制奶昔\xa0混合', '适用人数': '4-5人'}"
237,german pool/德国宝,PRO-813,12.0,47798.0,{'4': '婴儿辅食'},"{'质量': {'细粒': 1.0, '噪音': -1.0, '质量': 1.0, '声音': 1.0, '厨房': -1.0}, '款式': {'颜色': 1.0}, '功能': {'鱼汤': 1.0, '果汁': 1.0, '桃子': 1.0}, '服务': {'态度': 1.0, '店主': 1.0, '服务态度': 1.0, '客服': 1.0}, '物流': {}}","{'书名': 'German Pool/德国宝 PRO-813真空破壁料理机家用自动养生婴儿辅食', '颜色分类': '杏色', '产品功能': '榨汁\xa0绞肉\xa0碎冰\xa0干磨\xa0搅拌\xa0制奶昔\xa0混合', '适用人数': '4-5人'}"
238,金厨喜,QC-888,452.0,116616.0,"{'3': '全自动', '4': '婴儿辅食', '5': '小容量'}","{'质量': {'声音': 11.0, '质量': 10.0, '噪音': -1.0, '商品': 1.0}, '款式': {'外表': 1.0, '按键': 1.0, '外形': 1.0}, '功能': {'豆浆': 8.0, '很给力': 1.0, '榨汁': 1.0, '食物': 1.0, '米糊': 1.0, '芝麻': 0.0, '榨汁机': 1.0, '碎冰': 1.0, '过滤出来': 1.0}, '服务': {'服务态度': 9.0, '态度': 8.0, '客服': 10.0, '售后服务': 1.0, '店家': 2.0, '卖家': 1.0, '好评': -1.0, '店主人': 1.0}, '物流': {}}","{'书名': '加热破壁机全自动家用小型多功能豆浆果汁婴儿辅食搅拌料理机迷你', '颜色分类': '黑色', '产品功能': '榨汁 绞肉 碎冰 干磨 搅拌 打蛋 制奶昔 混合 绞肉', '适用人数': '4-5人'}"
239,hyundai/现代,QC-JR089,1.0,139.0,"{'5': '小容量', '4': '婴儿辅食'}",,"{'书名': 'HYUNDAI/现代 QC-JR089双杯料理多功能家用搅拌婴儿辅食绞肉机', '颜色分类': '蓝色 白色', '产品功能': '绞肉\xa0碎冰\xa0搅拌\xa0和面\xa0打蛋\xa0混合\xa0绞肉', '适用人数': '4-5人'}"
240,bear/小熊,QSJ-A01F2,756.0,123968.0,"{'5': '小容量', '4': '婴儿辅食', '3': '全自动'}","{'质量': {'噪音': -2.0, '声音': -2.0, '质量': 4.0, '玻璃': 1.0}, '款式': {'颜色': 1.0, '很漂亮': 2.0, '外形': 1.0}, '功能': {'辅食': -1.0, '小米': -1.0, '食物': 1.0, '土豆泥': 1.0, '水果': 1.0, '蔬菜': 1.0, '蔬菜泥': 1.0}, '服务': {'包装': 1.0}, '物流': {}}","{'书名': 'Bear/小熊 QSJ-A01F2婴儿辅食料理机多功能家用小型迷你便携绞肉', '颜色分类': '蓝色', '产品功能': '榨汁\xa0切菜\xa0制奶昔\xa0绞肉', '适用人数': '1-2人'}"
241,bear/小熊,QSJ-A03A1,134.0,17253.0,"{'4': '婴儿辅食', '2': '大容量', '3': '全自动'}","{'质量': {'质量': 101.0, '玻璃': 9.0, '声音': -5.0, '噪音': 7.0, '挺好': 6.0, '刀头': 3.0, '商品': 1.0, '玻璃碗': 2.0, '刀子': 1.0, '厨房': 1.0, '环保': 1.0, '粒状': 1.0, '底座': 1.0, '不锈钢': 1.0, '杯盖': 1.0, '实用性': 1.0, '节省时间': 1.0}, '款式': {'颜色': 1.0, '颜值': 1.0, '尺寸': -1.0, '款型': 1.0, '外表': 2.0, '升级版': 1.0, '容量大': 1.0, '款式': 2.0, '大小': 1.0}, '功能': {'剁肉': 0.0, '绞肉机': 11.0, '绞肉': 38.0, '转速': 3.0, '速度快': 1.0, '肉馅': 10.0, '碎肉': 2.0, '芒果': -1.0, '花椒': 1.0, '饺子馅': 1.0, '小米': 2.0, '馄饨': 1.0, '蔬菜': 1.0, '饺子': 1.0, '皮子': 1.0, '省时省力': 1.0, '胡萝卜': 2.0, '搅碎': 1.0, '肉末': 1.0, '瘦肉': 1.0, '丸子': 1.0, '切肉': 1.0, '水果': 1.0}, '服务': {'服务态度': 16.0, '包装': 32.0, '客服': 14.0, '态度': 26.0, '赠品': 2.0, '外包装': 1.0, '店家': 3.0, '卖家': 2.0, '有问必答': 2.0, '差评': 1.0, '售后服务': 1.0, '盒子': -1.0}, '物流': {}}","{'书名': 'Bear/小熊 QSJ-A03A1 绞肉机搅拌机家用电动打肉馅切菜蒜蓉切碎机', '颜色分类': '紫色', '产品功能': '切菜\xa0绞肉\xa0搅拌\xa0绞肉', '适用人数': '1-3人'}"
242,bear/小熊,QSJ-B02S1,416.0,78046.0,"{'4': '婴儿辅食', '5': '小容量'}",{'款式': {'颜值': 0.0}},"{'书名': '小熊料理机婴儿辅食搅拌棒多功能家用迷你宝宝小型榨汁蔬菜水果泥', '颜色分类': '白色', '产品功能': '辅食\xa0榨汁\xa0切菜\xa0绞肉', '适用人数': '1-3人'}"
243,bear/小熊,QSJ-B02U2,8389.0,939351.0,"{'3': '全自动', '5': '小容量', '4': '婴儿辅食'}","{'质量': {'玻璃': 97.0, '质量': 513.0, '声音': -52.0, '噪音': 24.0, '挺好': 150.0, '实物': 13.0, '刀子': 5.0, '挺厚': -1.0, '刀头': 7.0, '商品': 2.0, '电线': 2.0, '环保': 6.0, '盖子': 2.0, '换来换去': -1.0, '物件': 1.0, '实用性': 5.0, '粉碎性': 1.0, '毛刺': 1.0, '噪声': 0.0, '嗓音': 2.0, '安全性': 1.0, '间隙': -1.0, '宝物': 0.0, '玻璃器皿': -1.0, '成品': 1.0, '摔碎': -1.0, '耐高温': 1.0, '开关': 3.0, '发热量': 1.0, '注意安全': -1.0, '物美': 2.0, '使用寿命': 1.0, '防滑垫': 1.0, '小块': 1.0, '玻璃碗': 2.0, '试一下': 1.0, '塑料味': -1.0, '密封圈': 1.0, '细点': 1.0, '牛逼': 1.0, '实力': 1.0, '嚼碎': 1.0, '退换货': -1.0, '液体': 1.0, '用料': 1.0, '期待值': -1.0, '安全很': 1.0, '好评率': -1.0}, '款式': {'分量': 9.0, '颜值': 116.0, '大小': 52.0, '外形': 29.0, '颜色': 92.0, '手感': 5.0, '塑料': 5.0, '很漂亮': 22.0, '机身': 5.0, '款式': 9.0, '硅胶': -1.0, '粉色': 32.0, '按键': 1.0, '外表': 3.0, '样式': 5.0, '体积': 1.0, '体积小': 2.0, '黄色': 4.0, '外型': 5.0, '产品设计': 2.0, '容量大': 1.0, '外观设计': 2.0, '粉红色': 2.0, '体型': 1.0, '神器': 2.0}, '功能': {'辅食': 50.0, '苹果泥': 43.0, '绞肉': 31.0, '米糊': 16.0, '苹果': 10.0, '土豆泥': 8.0, '牛肉': 3.0, '菜泥': 1.0, '小米': 2.0, '米粒': 6.0, '南瓜': 8.0, '转速': 3.0, '肉末': 2.0, '构造': 1.0, '食物': 19.0, '功率': 1.0, '蔬菜': 3.0, '虾皮': 1.0, '水果汁': 3.0, '碎肉': 2.0, '紫薯': 2.0, '果汁': 8.0, '鱼肉': 2.0, '土豆': 3.0, '效率': -1.0, '转数': -1.0, '蒜': 3.0, '绞肉机': 4.0, '刀锋': 3.0, '胡萝卜': 9.0, '榨汁': 7.0, '红萝卜': 2.0, '水果': 11.0, '蔬菜水果': 1.0, '稀饭': 2.0, '蔬菜泥': 8.0, '米粥': 2.0, '生肉': 1.0, '榨汁机': 5.0, '间隔时间': 1.0, '搅碎': 1.0, '蒜末': 1.0, '肉粥': 1.0, '功能性': 1.0, '肉酱': 1.0, '香蕉泥': 3.0, '肉馅': 7.0, '芒果汁': 1.0, '食材': -2.0, '糊状': 3.0, '丸子': 1.0, '香肠': 1.0, '猪肉': -1.0, '木瓜牛奶': 1.0, '番茄汁': 1.0, '萝卜': -1.0, '一段时间': -1.0, '菠萝': 1.0, '橙汁': 1.0, '红薯': 2.0, '梨汁': 2.0, '香蕉': 2.0, '瘦肉': 1.0, '肉松': 3.0, '葡萄': 1.0, '燕麦': -1.0, '米粉': 1.0, '熟食': 1.0, '芋头': 2.0, '玉米渣': 1.0, '研磨机': 1.0, '蓝莓汁': 1.0, '西瓜汁': 1.0, '速度快': 6.0, '垫圈': 1.0, '猕猴桃': 1.0, '木瓜': 1.0, '订单': -1.0, '大米': 1.0, '菜叶': -1.0, '纤维': 1.0, '手压': 1.0, '打蛋器': 2.0, '饺子馅': 1.0, '很给力': 2.0, '苹果汁': 1.0, '果肉': 2.0, '生食': 1.0}, '服务': {'卖家': 46.0, '服务态度': 131.0, '包装': 206.0, '果泥': 32.0, '态度': 127.0, '客服': 73.0, '好评': 28.0, '店铺': 2.0, '店家': 13.0, '联保': -1.0, '包邮': 1.0, '买家': 1.0, '售后服务': 4.0, '口碑': 1.0, '理念': 1.0, '箱子': -2.0, '唐老鸭': 2.0, '米雪': 4.0, '亲们': 3.0, '包裹': 0.0, '票据': 1.0, '实体店': 1.0, '店主人': 1.0, '说明书': 0.0, '盒子': -2.0, '包得很': 2.0, '薇薇': 1.0, '有问必答': 3.0, '五星': 1.0, '外包装': 0.0, '赠品': -2.0, '米兰': 2.0, '产品包装': -1.0, '非常感谢': 1.0}, '物流': {'一家': 1.0, '配送员': 3.0, '圆通': -2.0, '等待时间': 0.0, '物流配送': 1.0, '小哥': 2.0, '运费': 1.0}}","{'书名': '宝宝婴儿辅食料理机家用多功能小型搅拌机Bear/小熊 QSJ-B02U2', '颜色分类': '粉色', '产品功能': '榨汁\xa0切菜\xa0制奶昔\xa0绞肉', '适用人数': '1-3人'}"
244,bear/小熊,QSJ-B02X5,5979.0,977828.25,"{'5': '小容量', '4': '婴儿辅食', '3': '全自动'}","{'质量': {'声音': -35.0, '质量': 365.0, '挺好': 88.0, '噪音': 12.0, '玻璃': 88.0, '实用性': 3.0, '大赞大赞': 1.0, '黏性': -1.0, '玻璃碗': 5.0, '刀头': 13.0, '实物': 12.0, '很沉': 3.0, '原理': 1.0, '玻璃器皿': 1.0, '用料': 3.0, '刀子': 3.0, '气味': -1.0, '语法': 1.0, '寿命长': 1.0, '烂烂': 1.0, '粗细': 1.0, '玻璃缸': 1.0, '商品': 2.0, '盖子': -1.0, '碎成': 1.0, '顾虑': 1.0, '耐高温': 2.0, '性能': -1.0, '肚子': 1.0, '颗粒状': 1.0, '寿命': 1.0, '安全性': 1.0, '宝物': 0.0, '环保': 2.0, '不锈钢': 1.0, '密封条': 1.0, '把手': 1.0, '耐用性': -1.0, '汽油味': 1.0, '工程': 1.0, '噪声': 1.0, '使用寿命': 1.0}, '款式': {'很漂亮': 12.0, '外形': 11.0, '颜值': 63.0, '颜色': 83.0, '大小': 31.0, '个子': 3.0, '体积': 2.0, '塑料': 1.0, '神器': 1.0, '色差': 1.0, '分量': -1.0, '款式': 2.0, '样式': 4.0, '淡绿色': 2.0, '机身': 5.0, '手感': 9.0, '粉色': 1.0, '外观设计': 3.0, '黄色': 1.0, '外表': 1.0, '黑色': 1.0, '外型': 1.0}, '功能': {'地瓜粥': 1.0, '水果': 5.0, '双刀': 18.0, '菜泥': 5.0, '转数': -1.0, '苹果泥': 21.0, '米糊': 11.0, '西兰花': 2.0, '绞肉': 49.0, '食物': 14.0, '香蕉泥': 7.0, '山药': 3.0, '辅食': 26.0, '一段时间': 2.0, '胡萝卜': 6.0, '转速': 2.0, '橙汁': 1.0, '果汁': 7.0, '果蔬汁': 1.0, '蔬菜水果': 0.0, '食材': 3.0, '萝卜': 1.0, '冰糖': 0.0, '果蔬': 1.0, '紫米': 5.0, '功率': 1.0, '红豆沙': 2.0, '蔬菜': 3.0, '紫薯': 2.0, '绞肉机': 1.0, '糊状': 3.0, '榨汁': 2.0, '南瓜': 3.0, '切肉': 1.0, '生熟': 3.0, '小米': 2.0, '苹果': 6.0, '土豆泥': 6.0, '苹果汁': 1.0, '瘦肉': 2.0, '蔬菜泥': 4.0, '米粉': 1.0, '生肉': 1.0, '鸡肉': 0.0, '玉米糊': 1.0, '粉碎机': 1.0, '用途': 1.0, '玉米': -1.0, '肉丸子': 1.0, '饺子': 1.0, '土豆': 1.0, '肉末': 4.0, '香肠': 4.0, '速度快': 2.0, '猪肉': 1.0, '图案': 1.0, '刀柱': 1.0, '榨汁机': 1.0, '效率': 1.0, '菜叶': 0.0, '香蕉': -2.0, '肉馅': 5.0, '肉肉': 2.0, '芒果': 0.0, '小米粥': 1.0, '米粒': 4.0, '饺子馅': 1.0, '红萝卜': 2.0, '豆沙': 1.0, '水果汁': 2.0, '肉松': 2.0, '西红柿': 2.0, '省时省力': 2.0, '西瓜汁': 1.0, '核桃': 1.0, '饭菜': 1.0, '搅碎': 2.0, '研磨机': 1.0, '很给力': 1.0, '蔬菜汁': 1.0, '莲藕': -1.0, '芝麻酱': 1.0, '大米': 1.0}, '服务': {'态度': 74.0, '服务态度': 84.0, '包装': 165.0, '店铺': 3.0, '果泥': 21.0, '客服': 45.0, '米雪': 6.0, '店家': 3.0, '售后服务': 3.0, '卖家': 25.0, '好评': 7.0, '信用': -1.0, '外包装': 1.0, '淘宝': 1.0, '包装箱': -1.0, '米兰': 4.0, '纸箱': 0.0, '箱子': 0.0, '亲们': 2.0, '产品包装': 1.0, '包装盒': -1.0, '有问必答': 3.0, '热情周到': 1.0, '口碑': 1.0, '积极响应': 1.0}, '物流': {'小哥': 1.0, '圆通': -1.0, '配送员': 5.0}}","{'书名': '小熊料理机多功能家用搅拌机宝宝婴儿辅食机小型辅食宝迷你搅拌棒', '颜色分类': '绿色', '产品功能': '榨汁\xa0切菜\xa0制奶昔\xa0绞肉', '适用人数': '1-3人'}"
245,bear/小熊,QSJ-B03D1,125.0,23556.0,{'3': '全自动'},"{'质量': {'噪音': 6.0, '质量': 87.0, '玻璃': 18.0, '实物': 1.0, '声音': -10.0, '玻璃碗': 4.0, '商品': 3.0, '挺好': 3.0, '用料': 1.0, '粗细': 1.0, '刀头': 2.0, '盖子': -1.0, '性能': 1.0, '工艺': 1.0, '满星': 1.0, '防滑垫': -1.0, '使用寿命': 1.0}, '款式': {'样式': 1.0, '塑料': 1.0, '大小': 4.0, '外形': 1.0, '神器': 1.0, '按键': -1.0, '品相': 1.0, '黑色': 1.0, '容积': 1.0, '外观设计': 1.0, '款式': 1.0, '外表': 1.0}, '功能': {'绞肉': 29.0, '绞肉机': 14.0, '打蛋': 1.0, '剁肉': 1.0, '速度快': 0.0, '饺子馅': 2.0, '肉馅': 6.0, '肉末': 1.0, '双刀': 3.0, '肉肉': -1.0, '用途': 1.0, '省时省力': 1.0, '效率': 0.0, '切肉': 3.0, '碎肉': 2.0, '转速': 1.0, '蔬菜': 3.0, '内胆': 0.0, '很给力': 1.0, '蒜蓉': 1.0, '垫圈': 1.0, '米粒': 1.0, '蔬菜泥': 1.0, '饺子': 1.0}, '服务': {'包装': 33.0, '服务态度': 12.0, '客服': 6.0, '卖家': 4.0, '态度': 13.0, '米雪': 2.0, '箱子': -1.0, '发票': 1.0, '亲们': 1.0, '果泥': 1.0, '店家': 1.0, '好评': 1.0, '树袋熊': 1.0}, '物流': {'邮政': -1.0, '广东': -1.0}}","{'书名': 'Bear/小熊 QSJ-B03D1切碎机1.5L家用双杯双刀一机多用电动搅肉机', '颜色分类': '咖啡色', '产品功能': '切菜\xa0绞肉\xa0干磨\xa0绞肉', '适用人数': '4-5人'}"
246,bear/小熊,QSJ-B03R2,52.0,15540.0,{'3': '全自动'},,"{'书名': '小熊绞肉机家用电动多功能切碎机搅拌料理饺馅碎菜打蒜泥全自动', '颜色分类': '蓝色', '产品功能': '榨汁\xa0切菜\xa0绞肉\xa0切丝 切片', '适用人数': '1-3人'}"
247,hattiecs/海蒂诗,RBM-728,23.0,16077.0,"{'4': '婴儿辅食', '3': '全自动'}",,"{'书名': '德国真空破壁机加热家用全自动破壁料理机家用多功能辅食机养生机', '颜色分类': '绅士红', '产品功能': '榨汁 绞肉 碎冰 干磨 搅拌 制奶昔 混合 绞肉', '适用人数': '5人及以上'}"
248,ranbem/瑞本,RBM-728,15.0,14775.0,{'3': '全自动'},"{'质量': {'声音': 4.0, '质量': 3.0}, '款式': {'颜色': 1.0, '外观设计': 1.0, '外表': 1.0}, '功能': {'豆浆': 2.0, '破壁': 1.0}, '服务': {'保修卡': 1.0, '包裹': 1.0, '服务态度': 2.0, '包装': 2.0}}","{'书名': 'Ranbem/瑞本 RBM-728真空加热破壁机家用全自动料理机多功能豆浆', '颜色分类': '红色', '产品功能': '榨汁 切菜 碎冰 制奶昔 混合', '适用人数': '4-5人'}"
249,ranbem/瑞本,RBM-768B,25.0,9950.0,"{'4': '婴儿辅食', '3': '全自动'}","{'质量': {'声音': 9.0, '噪音': -2.0, '质量': 7.0, '玻璃': 2.0, '安全性': 1.0}, '款式': {'按键': 1.0, '高大尚': 1.0}, '功能': {'智能': 1.0, '米糊': 4.0, '豆浆': 5.0, '鲫鱼汤': 1.0, '榨汁机': 1.0, '水果汁': 1.0, '效率': 0.0}, '服务': {'态度': 3.0, '客服': 2.0, '服务态度': 4.0, '包装': 2.0, '卖家': 1.0, '说明书': 2.0, '箱子': 1.0}, '物流': {}}","{'书名': 'Ranbem/瑞本 768B破壁机加热家用全自动多功能料理机辅食豆浆预约', '颜色分类': '红色', '产品功能': '榨汁', '适用人数': '5人及以上'}"
250,hattiecs/海蒂诗,RBM-775,1057.0,390033.0,"{'3': '全自动', '4': '婴儿辅食'}",,"{'书名': '破壁机加热家用全自动豆浆无渣免过滤多功能破壁料理机果汁辅食机', '颜色分类': '至尊红 流光金', '产品功能': '榨汁 绞肉 碎冰 干磨 搅拌 制奶昔 绞肉', '适用人数': '4-5人'}"
251,ranbem/瑞本,RBM-775,870.0,346260.0,"{'3': '全自动', '4': '婴儿辅食'}","{'质量': {'噪音': 10.0, '声音': 93.0, '噪声': -1.0, '玻璃': 14.0, '实物': 3.0, '挺好': 14.0, '质量': 95.0, '商品': 1.0, '滑润': 2.0, '灵敏度': 0.0, '工艺': 1.0, '实用性': 2.0, '外壳': 1.0, '用料': 1.0, '很稳': 1.0, '燥音': 1.0, '很沉': 3.0, '物美': 1.0, '小块': 1.0, '性能': 1.0, '环保': 1.0, '底座': 2.0, '黄豆': 1.0, '面板': 1.0}, '款式': {'颜值': 2.0, '颜色': 21.0, '很漂亮': 5.0, '美观大方': 3.0, '款式': 5.0, '外形': 6.0, '分量': 1.0, '视觉': 1.0, '手感': 3.0, '按键': 2.0, '外型': 1.0, '大小': 6.0, '红色': 2.0, '触摸屏': 1.0, '第一印象': 1.0, '外表': 1.0, '外观设计': 5.0, '样式': 3.0, '金色': 3.0, '土豪': 1.0, '设计师': 1.0, '档位': 1.0}, '功能': {'榨汁': 2.0, '豆浆': 97.0, '渣渣': -2.0, '转速': 7.0, '速度快': 2.0, '鱼汤': 3.0, '很给力': 3.0, '橙汁': 3.0, '核桃': 0.0, '果汁': 16.0, '米糊': 6.0, '早餐': 1.0, '豆子': 4.0, '功率': 1.0, '水果': 1.0, '蔬菜汁': 1.0, '芒果汁': 1.0, '蔬果汁': 1.0, '辅食': 2.0, '榨汁机': 2.0, '果蔬汁': 1.0, '豆渣': -1.0, '食物': 1.0, '蔬果': 1.0, '冰糖': 1.0, '味道香': 0.0, '鸡蛋': 1.0, '用途': 1.0, '黑芝麻': 1.0, '小米': 0.0, '核桃粥': 1.0, '西瓜汁': 1.0, '苹果汁': 2.0, '两用': 1.0, '米粒': 1.0, '薏米': -1.0, '玉米': 1.0, '大米': 1.0}, '服务': {'态度': 29.0, '客服': 32.0, '包装': 40.0, '卖家': 11.0, '好评': 7.0, '服务态度': 26.0, '亲们': 1.0, '店家': 3.0, '有问必答': 3.0, '客户': 1.0, '果泥': 2.0, '客户服务': 1.0, '服务到位': 1.0, '说明书': 1.0}, '物流': {'顺丰': 0.0}}","{'书名': 'Ranbem/瑞本 775破壁机加热家用全自动多功能养生料理机辅食豆浆', '颜色分类': '香槟金', '产品功能': '榨汁 绞肉 碎冰 干磨 搅拌 制奶昔 混合 绞肉', '适用人数': '4-5人'}"
252,recolte/丽克特,RCP-2,8.0,4792.0,{'4': '婴儿辅食'},{'质量': {'商品': -1.0}},"{'书名': 'recolte/丽克特 RCP-2 日本家用小型厨房手压式食物料理处理机', '颜色分类': '粉色', '产品功能': '切菜\xa0绞肉\xa0碎冰\xa0搅拌\xa0制奶昔\xa0混合\xa0绞肉', '适用人数': '4-5人'}"
253,sansui/山水,SA18,19.0,6631.0,"{'3': '全自动', '4': '婴儿辅食'}","{'质量': {'噪音': 2.0, '质量': 10.0, '声音': 2.0, '持续时间': 0.0}, '款式': {'外形': 1.0}, '功能': {'豆浆': 4.0, '橙汁': 1.0, '米糊': 1.0, '转速': 1.0, '豆渣': 1.0}, '服务': {'包装': 1.0, '客服': 1.0}, '物流': {}}","{'书名': 'Sansui/山水 SA18破壁机加热家用全自动搅拌机家用多功能婴儿辅食', '颜色分类': '紫色', '产品功能': '豆浆 干豆 湿豆 米糊 五谷 果蔬汁 绿豆沙\xa0榨汁\xa0碎冰\xa0搅拌\xa0制奶昔', '适用人数': '4-5人'}"
254,三的,SD-LL06,6.0,588.0,"{'3': '全自动', '5': '小容量'}",,"{'书名': '三的榨汁杯家用迷你学生电动榨汁便携式水果汁机全自动果蔬多功能', '颜色分类': '白色', '产品功能': '榨汁\xa0搅拌\xa0制奶昔', '适用人数': '5人及以上'}"
255,三的,SD-LL07,223.0,15164.0,"{'3': '全自动', '5': '小容量'}","{'质量': {'质量': 1.0}, '服务': {'包装': 1.0}}","{'书名': '三的榨汁杯家用迷你学生电动果汁机杯便携式全自动果蔬多功料理机', '颜色分类': '玫瑰金', '产品功能': '榨汁\xa0搅拌\xa0制奶昔', '适用人数': '1-3人'}"
